id,mouse3.num,mouse3.pos.score,mouse3.pos.p.value,mouse3.pos.fdr,mouse3.pos.rank,mouse3.pos.goodsgrna,mouse3.pos.lfc,mouse4.noLmnb2_1.num,mouse4.noLmnb2_1.pos.score,mouse4.noLmnb2_1.pos.p.value,mouse4.noLmnb2_1.pos.fdr,mouse4.noLmnb2_1.pos.rank,mouse4.noLmnb2_1.pos.goodsgrna,mouse4.noLmnb2_1.pos.lfc,mouse7.num,mouse7.pos.score,mouse7.pos.p.value,mouse7.pos.fdr,mouse7.pos.rank,mouse7.pos.goodsgrna,mouse7.pos.lfc,mouse8.num,mouse8.pos.score,mouse8.pos.p.value,mouse8.pos.fdr,mouse8.pos.rank,mouse8.pos.goodsgrna,mouse8.pos.lfc,mean.sgrnas,median.lfc.all,p.wilcox,p.wilcox.bh
Pacs2,5,0.2771,0.36012,1,3407,0,0.35304,5,0.60013,0.66975,1,7658,0,-0.485,5,0.024963,0.067746,1,610,1,0.30893,5,0.047988,0.11782,1,1001,1,0.21413,5,0.26153,0.119842575,0.436083687
Usb1,5,0.10209,0.1467,1,1336,1,0.070386,5,0.14151,0.27858,1,2943,2,0.33878,5,0.13838,0.21114,1,1901,1,0.32083,5,0.65161,0.77114,1,8027,0,0.20173,5,0.26128,0.01101344,0.112589412
Cdh3,5,0.00046001,0.0027603,1,33,3,0.4158,5,0.11403,0.23482,1,2440,2,0.27668,5,0.38876,0.48521,1,4854,0,0.24544,5,0.71997,0.83233,1,8859,0,0.013088,5,0.26106,0.017308096,0.152403551
Ogfr,5,0.052794,0.091123,1,814,1,0.32804,5,0.37795,0.46873,1,5186,1,0.2304,5,0.49547,0.59703,1,6210,0,0.29036,5,0.21789,0.30057,1,2748,1,0.037261,5,0.26038,0.014902277,0.13861217
Tmem29,5,0.44677,0.55258,1,5517,0,0.1731,5,0.0015853,0.0088415,1,91,4,0.62372,5,0.050727,0.11986,1,1005,1,0.34633,5,0.77496,0.87323,1,9491,0,-0.0094239,5,0.259715,0.026158204,0.195889713
Slc9a6,5,0.019566,0.055311,1,470,1,0.27188,5,0.33564,0.44118,1,4790,1,0.31302,5,0.062875,0.13448,1,1119,1,0.2463,5,0.11598,0.17616,1,1677,1,0.10933,5,0.25909,0.006885477,0.084363056
Gcdh,5,0.00085153,0.0052406,1,46,2,0.19915,5,0.061621,0.15253,1,1566,2,0.30833,5,0.028299,0.076095,1,676,1,0.20957,5,0.020524,0.063921,1,521,1,0.35099,5,0.25895,0.003158016,0.05437037
Zbtb1,5,0.29778,0.38852,1,3657,0,-0.2624,5,0.40763,0.49267,1,5477,1,0.44385,5,0.27988,0.36937,1,3491,1,0.28354,5,0.56016,0.68623,1,6925,0,0.2341,5,0.25882,0.087077275,0.377838347
Kdm6a,5,0.42136,0.52424,1,5199,0,0.21352,5,0.37738,0.46834,1,5183,1,0.30316,5,0.1173,0.19233,1,1668,1,-0.055531,5,0.15078,0.22259,1,2034,1,0.35669,5,0.25834,0.036921855,0.237537193
Mfsd10,5,0.53565,0.64541,1,6580,0,0.030148,5,0.00047439,0.0024027,0.992876,28,4,0.59729,5,0.099279,0.17356,1,1485,1,0.24764,5,0.17133,0.25055,1,2243,1,0.26887,5,0.258255,0.013833372,0.131636297
Mid2,5,0.4783,0.58465,1,5896,0,0.23097,5,0.168,0.32421,1,3387,2,0.2953,5,0.29972,0.39163,1,3743,0,0.14277,5,0.0029045,0.014094,1,131,2,0.2844,5,0.257685,0.005363701,0.072585821
Slf1,5,0.51663,0.62391,1,6359,0,-0.044196,5,0.095995,0.20809,1,2145,2,0.37098,5,0.028194,0.076095,1,674,2,0.21301,5,0.19733,0.27874,1,2524,1,0.29947,5,0.25624,0.033465148,0.224141824
Casp2,5,0.30228,0.393,1,3708,0,0.25663,5,0.16042,0.31113,1,3258,2,0.11622,5,0.0068063,0.022783,1,212,2,0.25471,5,0.15699,0.22966,1,2096,1,0.31159,5,0.25567,0.006582053,0.081892836
Zscan2,5,0.2188,0.28962,1,2702,0,0.21734,5,0.017419,0.06005,1,620,3,0.42792,5,0.42494,0.52342,1,5300,0,0.2935,5,0.36528,0.47977,1,4493,0,0.15901,5,0.25542,0.003988369,0.060759368
Sftpa1,5,0.54916,0.65613,1,6739,0,0.16877,5,0.11743,0.2419,1,2498,2,0.34847,5,0.59245,0.68769,1,7379,0,0.045811,5,0.28079,0.37945,1,3494,1,0.3416,5,0.255185,0.017076185,0.151025911
Zfp384,5,0.75319,0.84131,1,9190,0,-0.0066992,5,0.09781,0.21003,1,2180,2,0.309,5,0.18889,0.26998,1,2429,1,0.19978,5,0.022125,0.066379,1,554,2,0.31294,5,0.25439,0.027098038,0.199282228
Atg7,5,0.95456,0.98025,1,11679,0,-0.050797,5,0.067391,0.16335,1,1655,2,0.32252,5,0.40588,0.50384,1,5068,0,0.1817,5,0.019437,0.061038,1,497,2,0.35472,5,0.25211,0.040650727,0.250660507
Smarca4,5,0.10877,0.1557,1,1418,1,0.36924,5,0.14515,0.28427,1,3005,1,0.1744,5,0.10763,0.1804,1,1576,1,0.18058,5,0.015458,0.049226,1,422,2,0.32281,5,0.251695,0.004388822,0.064408398
Atp6v0a1,5,0.54462,0.65334,1,6679,0,0.16813,5,0.020229,0.07022,1,708,3,0.45112,5,0.028435,0.0763,1,679,1,0.24485,5,0.34793,0.45822,1,4288,0,0.25756,5,0.251205,0.003555838,0.056793175
Tuba8,5,0.081806,0.1237,1,1125,1,0.28574,5,0.30067,0.41755,1,4491,1,-0.2109,5,0.33528,0.43228,1,4194,0,0.21625,5,0.045042,0.11443,1,977,1,0.32178,5,0.250995,0.089293353,0.381841683
Stx17,5,0.38609,0.47693,1,4760,0,0.12671,5,0.0080844,0.029045,1,324,3,0.54644,5,0.24293,0.33249,1,3040,1,0.37484,5,0.87927,0.94288,1,10795,0,-0.16326,5,0.250775,0.09909806,0.400761536
Elovl7,5,0.27753,0.3607,1,3413,0,0.25417,5,0.094042,0.20534,1,2114,2,0.17117,5,0.013868,0.042154,1,369,2,0.26091,5,0.19523,0.27492,1,2502,1,0.24711,5,0.25064,0.004755871,0.067039003
Clec9a,5,0.011152,0.03346,1,275,2,0.29369,5,0.015082,0.053769,1,544,3,0.50908,5,0.27037,0.35877,1,3375,1,0.20694,5,0.12264,0.18834,1,1740,1,0.12809,5,0.250315,0.005497197,0.073521635
Kcnk5,5,0.37984,0.47192,1,4685,0,0.16861,5,0.013801,0.050683,1,499,2,0.07443,5,0.01565,0.045768,1,412,2,0.33159,5,0.27156,0.36781,1,3382,1,0.33861,5,0.2501,0.012880142,0.125365448
Tyk2,5,0.45199,0.5574,1,5576,0,0.266,5,0.02278,0.078867,1,778,1,0.23419,5,0.3203,0.41071,1,4010,0,0.30543,5,0.61643,0.73663,1,7617,0,-0.14187,5,0.250095,0.069321543,0.337113009
Lin37,5,0.23044,0.30613,1,2848,0,0.18264,5,0.13994,0.27559,1,2916,2,0.3933,5,0.011615,0.035582,1,321,2,0.09925,5,0.0035039,0.015217,1,144,2,0.31742,5,0.25003,0.008695423,0.096593061
Gng2,5,0.086539,0.12567,1,1178,1,0.23798,5,0.11617,0.23976,1,2469,1,0.26203,5,0.49494,0.59703,1,6200,0,0.28816,5,0.33889,0.45108,1,4180,0,-0.068148,5,0.250005,0.045371301,0.267383619
Zfp414,5,0.2757,0.35893,1,3390,0,0.12939,5,0.10983,0.22824,1,2378,2,0.36974,5,0.017158,0.049262,1,446,2,0.11506,5,0.0022704,0.010982,1,109,3,0.46301,5,0.249565,0.010234816,0.1078002
Arhgef3,5,0.48561,0.59246,1,5987,0,0.21635,5,0.66261,0.73421,1,8423,0,-0.1068,5,0.0012904,0.0074248,1,69,3,0.3619,5,0.35192,0.46127,1,4338,0,0.28271,5,0.24953,0.054771844,0.293956326
Arfgap2,5,0.59758,0.70203,1,7342,0,0.12734,5,0.14212,0.27944,1,2953,2,0.18171,5,0.13696,0.2106,1,1885,1,0.32241,5,0.04108,0.11003,1,945,1,0.31703,5,0.24937,0.007278114,0.087231697
Zcchc7,5,0.082131,0.1237,1,1130,1,0.34478,5,0.0070211,0.02683,1,286,2,0.31813,5,0.31461,0.40529,1,3939,0,0.17332,5,0.71485,0.82937,1,8789,0,0.18048,5,0.249305,0.004633314,0.065944841
Vcam1,5,0.34426,0.43878,1,4225,0,0.12617,5,0.05701,0.14678,1,1488,2,0.34382,5,0.41834,0.51367,1,5220,0,0.21321,5,0.16995,0.24619,1,2230,1,0.2841,5,0.248655,0.006251693,0.07932305
Usp3,5,0.25042,0.32871,1,3079,0,0.036765,5,0.090729,0.19778,1,2062,2,0.38965,5,0.25477,0.34657,1,3187,1,0.1075,5,0.0079626,0.026557,1,251,2,0.39258,5,0.248575,0.028055153,0.202973638
Hexim2,5,0.12352,0.16921,1,1593,1,0.31444,5,0.28607,0.40513,1,4367,1,0.25785,5,0.80444,0.86669,1,9976,0,0.025297,5,0.39489,0.51292,1,4859,0,0.23919,5,0.24852,0.018397984,0.159240221
Urod,5,0.32762,0.41884,1,4022,0,0.28657,5,0.51862,0.58547,1,6658,1,-0.20711,5,0.57998,0.67651,1,7222,0,0.21044,5,0.22965,0.3122,1,2897,1,0.2993,5,0.248505,0.093553569,0.391559504
Creg1,5,0.10547,0.1512,1,1376,1,0.26879,5,0.075553,0.17787,1,1789,2,0.31356,5,0.33312,0.429,1,4164,0,0.2274,5,0.010632,0.033564,1,313,1,0.21419,5,0.248095,0.003120668,0.054091583
Atp8b5,5,0.27812,0.36183,1,3421,0,0.32,5,0.17223,0.32941,1,3469,1,0.20758,5,0.195,0.2761,1,2494,1,0.28729,5,0.039734,0.1081,1,925,1,-0.0081284,5,0.247435,0.027259954,0.199650935
Hdac8,5,0.19791,0.26073,1,2453,1,0.26158,5,0.35805,0.45437,1,5005,1,0.20499,5,0.22325,0.30912,1,2823,1,0.26141,5,0.57154,0.69537,1,7058,0,0.23339,5,0.2474,0.003848442,0.059602369
Pkia,5,0.22676,0.30045,1,2804,0,0.26105,5,0.10279,0.21475,1,2259,2,0.30504,5,0.65679,0.7431,1,8167,0,0.14516,5,0.27484,0.3729,1,3425,1,0.2336,5,0.247325,0.005439543,0.073087982
Vps50,5,0.017264,0.049873,1,423,2,0.25457,5,0.15194,0.29515,1,3133,2,0.1274,5,0.0017707,0.0094629,1,85,2,0.34678,5,0.10419,0.16555,1,1553,1,0.23997,5,0.24727,0.005919425,0.076725967
Adamts1,5,0.51628,0.62391,1,6354,0,0.22059,5,0.48916,0.55959,1,6323,1,0.33225,5,0.37446,0.46981,1,4692,0,0.27164,5,0.16695,0.23903,1,2203,1,0.073405,5,0.246115,0.010928505,0.112233705
Sestd1,5,0.27511,0.35777,1,3385,0,0.25065,5,0.14552,0.28539,1,3011,2,0.24153,5,0.19856,0.28003,1,2533,1,0.22527,5,0.039303,0.10711,1,914,2,0.28161,5,0.24609,0.003197126,0.054557674
Ccser2,5,0.51795,0.62581,1,6375,0,0.1416,5,0.025725,0.087413,1,869,3,0.41719,5,0.16255,0.23856,1,2148,1,0.35026,5,0.98201,0.99409,1,12213,0,-0.080784,5,0.24593,0.061095623,0.313622617
Rmnd1,5,0.053127,0.091123,1,819,1,0.22817,5,0.19482,0.3466,1,3651,1,0.25701,5,0.13312,0.20891,1,1838,1,0.34432,5,0.020658,0.063922,1,523,2,0.23412,5,0.245565,0.002745929,0.05086412
Akap5,5,0.03359,0.073234,1,605,1,0.21393,5,0.0073928,0.027893,1,300,3,0.50641,5,0.21732,0.30124,1,2750,1,-0.028712,5,0.29904,0.3994,1,3712,0,0.2772,5,0.245565,0.028584414,0.20518638
Pygo1,5,0.066897,0.10833,1,966,1,-0.07389,5,0.55316,0.6238,1,7080,1,0.3901,5,0.026394,0.070911,1,642,1,0.16644,5,0.03685,0.10063,1,856,2,0.324,5,0.24522,0.051506494,0.284892678
Snd1,5,0.18056,0.23517,1,2252,1,0.2376,5,0.12615,0.25243,1,2671,2,0.33314,5,0.027997,0.076094,1,668,2,0.25235,5,0.69211,0.80954,1,8505,0,0.072811,5,0.244975,0.010849757,0.11169415
Fgf2,5,0.015985,0.047145,1,395,2,0.28363,5,0.13654,0.26853,1,2866,2,-0.11095,5,0.003921,0.016462,1,151,2,0.27504,5,0.0072742,0.025396,1,235,2,0.21431,5,0.244675,0.064898906,0.324077409
Purg,5,0.47714,0.5835,1,5879,0,0.25252,5,0.52831,0.59575,1,6774,1,0.23558,5,0.49454,0.59703,1,6192,0,0.15632,5,0.38264,0.50057,1,4703,0,0.25843,5,0.24405,0.005771485,0.07562478
Adamts7,5,0.14238,0.18888,1,1813,1,0.2296,5,0.62049,0.69513,1,7898,0,0.25846,5,0.25026,0.34267,1,3131,1,-0.1385,5,0.29516,0.39558,1,3663,1,0.27905,5,0.24403,0.074419184,0.34954786
Rnf168,5,0.43563,0.54062,1,5380,0,0.21659,5,0.013993,0.051044,1,508,2,0.39443,5,0.291,0.38195,1,3634,1,0.15435,5,0.24009,0.32522,1,3010,1,0.27117,5,0.24388,0.004576871,0.065680397
Igsf1,5,0.015398,0.044878,1,382,2,0.27585,5,0.24566,0.38172,1,4028,1,0.020063,5,0.022576,0.063162,1,550,2,0.24986,5,0.31692,0.42586,1,3921,0,0.23742,5,0.24364,0.021962832,0.178404111
2900055J20Rik,5,0.13305,0.18135,1,1697,1,0.27958,5,0.45195,0.52732,1,5932,1,0.36018,5,0.32198,0.41231,1,4027,0,-0.074104,5,0.0012167,0.0056333,1,69,1,0.20698,5,0.24328,0.046044687,0.269812878
Psip1,5,0.80792,0.88492,1,9847,0,0.0020112,5,0.47065,0.54109,1,6132,1,0.348,5,0.087057,0.15894,1,1364,1,0.34357,5,0.031287,0.087425,1,740,1,0.14233,5,0.24295,0.032576867,0.220993971
Tmem98,5,0.59835,0.70235,1,7355,0,0.13455,5,0.027745,0.095699,1,937,3,0.35102,5,0.46151,0.56532,1,5763,0,-0.072936,5,0.0004687,0.0028022,1,33,2,0.35726,5,0.242785,0.063029275,0.31871771
Amotl2,5,0.34906,0.44299,1,4279,0,0.21751,5,0.50363,0.5705,1,6492,1,0.26779,5,0.65856,0.74368,1,8193,0,0.035209,5,0.018762,0.058452,1,485,2,0.30789,5,0.24265,0.017832311,0.155980008
Mgrn1,5,0.6172,0.72135,1,7580,0,0.03051,5,0.020798,0.07154,1,727,2,0.2561,5,0.0011672,0.006188,1,63,3,0.49262,5,0.37951,0.49868,1,4660,0,0.22868,5,0.24239,0.015787958,0.143416332
Ap3b1,5,0.13986,0.1857,1,1784,1,0.29725,5,0.55294,0.6238,1,7076,1,0.21568,5,0.029318,0.077642,1,702,1,0.1891,5,0.27091,0.36781,1,3372,1,0.26884,5,0.24226,0.004111752,0.061503991
Cd207,5,0.033049,0.07256,1,600,1,0.40742,5,0.073028,0.17203,1,1746,2,0.00052186,5,0.56422,0.66242,1,7032,0,0.08402,5,0.13862,0.20712,1,1907,1,0.40022,5,0.24212,0.048193513,0.276516038
Calml4,5,0.0095229,0.026387,1,243,2,0.43856,5,0.034403,0.10635,1,1088,2,0.35418,5,0.4105,0.50721,1,5123,0,0.13006,5,0.96334,0.98643,1,11893,0,-0.089098,5,0.24212,0.068957952,0.336272383
B230118H07Rik,5,0.020729,0.057867,1,482,1,0.17285,5,0.41871,0.50401,1,5579,1,0.26871,5,0.11762,0.19233,1,1671,1,0.25909,5,0.47838,0.60104,1,5878,0,0.22448,5,0.241785,0.004980593,0.069100499
BC048403,5,0.085892,0.12567,1,1170,1,0.19439,5,0.00061673,0.0030818,0.992876,41,4,0.61552,5,0.14029,0.21345,1,1921,1,0.2882,5,0.87126,0.93966,1,10692,0,-0.0030188,5,0.241295,0.024084088,0.187009189
Aadat,5,0.027687,0.065533,1,551,1,0.25066,5,0.60614,0.67779,1,7725,0,0.23188,5,0.048991,0.11539,1,993,1,-0.012241,5,0.0062103,0.022677,1,208,1,0.28048,5,0.24127,0.030501312,0.212767337
Fndc3a,5,0.1202,0.16533,1,1557,1,0.27875,5,0.33754,0.44303,1,4804,1,0.20362,5,0.081741,0.15499,1,1304,1,0.063386,5,0.12283,0.18834,1,1743,1,0.28394,5,0.241185,0.014552912,0.136807734
Rabl6,5,0.33724,0.42979,1,4136,0,0.19108,5,0.53859,0.60625,1,6900,1,0.31657,5,0.0031611,0.014151,1,139,1,0.29086,5,0.33779,0.45007,1,4166,0,0.020507,5,0.24097,0.022435508,0.180052523
Cebpb,5,0.0011103,0.0055022,1,53,2,0.1494,5,0.11745,0.2419,1,2499,2,0.3526,5,0.53974,0.63666,1,6770,0,0.24793,5,0.1545,0.22637,1,2071,1,0.23328,5,0.240605,0.005029486,0.069283598
Trim28,5,0.066107,0.10773,1,956,1,0.20064,5,0.0078773,0.028733,1,313,3,0.54385,5,0.0017031,0.0092148,1,83,1,-0.032749,5,0.0012099,0.0056154,1,68,2,0.28011,5,0.240375,0.031471365,0.216835571
Pip5k1b,5,0.54577,0.65403,1,6697,0,0.1112,5,0.17178,0.32894,1,3459,2,0.40852,5,0.49321,0.59544,1,6174,0,0.28637,5,0.63053,0.75004,1,7778,0,0.1939,5,0.240135,0.007600108,0.089301804
Clmn,5,0.13949,0.1857,1,1778,1,0.31233,5,0.005698,0.022789,1,242,2,0.20674,5,0.26999,0.3582,1,3371,1,0.2644,5,0.2486,0.34028,1,3104,1,0.21569,5,0.240045,0.003542973,0.056793175
Ugt2b38,5,0.43086,0.53657,1,5318,0,-0.1254,5,0.080767,0.18431,1,1882,2,0.34304,5,0.29868,0.39108,1,3728,0,0.20655,5,0.23297,0.31443,1,2934,1,0.27308,5,0.239815,0.066238315,0.328406783
Cep44,5,0.0080087,0.022552,1,212,1,0.25523,5,0.40216,0.48751,1,5429,1,0.11861,5,0.18406,0.26481,1,2377,1,0.22354,5,0.30904,0.41628,1,3833,0,0.30993,5,0.239385,0.007443917,0.088257864
Tmem106b,5,0.084337,0.125,1,1156,1,0.2923,5,0.015009,0.053664,1,538,2,0.25488,5,0.27026,0.35877,1,3373,1,0.22379,5,0.12277,0.18834,1,1742,1,-0.024005,5,0.239335,0.033583952,0.224595865
Piezo2,5,0.21158,0.2827,1,2610,0,-0.0067863,5,0.060009,0.15061,1,1539,2,0.38898,5,0.82086,0.88166,1,10178,0,0.08959,5,0.028577,0.081611,1,695,2,0.40333,5,0.239285,0.049676187,0.2790067
Rnf111,5,0.018059,0.053031,1,446,1,0.24473,5,0.21761,0.3629,1,3807,1,-0.09604,5,4.02E-05,0.00032718,0.428893,9,4,0.51719,5,0.028027,0.079971,1,687,1,0.23381,5,0.23927,0.049356915,0.278514826
Tmem60,5,0.2486,0.3269,1,3059,0,0.31369,5,0.36808,0.4625,1,5097,1,-0.28541,5,0.41654,0.51184,1,5197,0,0.16441,5,0.26592,0.35993,1,3313,1,0.3608,5,0.23905,0.121995377,0.439078867
Adss,5,0.0014873,0.0063364,1,64,2,0.31836,5,0.3967,0.48492,1,5370,1,0.17917,5,0.01863,0.052153,1,479,2,0.29855,5,0.4587,0.58238,1,5651,0,0.0036858,5,0.23886,0.027975562,0.202729848
Dok1,5,0.14312,0.19074,1,1822,1,0.41152,5,0.13431,0.26457,1,2819,2,0.39322,5,0.36654,0.46215,1,4584,0,0.079744,5,0.2602,0.35489,1,3240,1,0.084428,5,0.238824,0.022163653,0.179392014
Nol4l,5,0.12514,0.1705,1,1612,1,0.18609,5,0.60841,0.67878,1,7753,0,0.29118,5,0.24215,0.33085,1,3030,1,0.32289,5,0.98747,0.99626,1,12308,0,-0.21051,5,0.238635,0.10081841,0.404430476
Clec4d,5,0.017853,0.052531,1,438,1,0.22988,5,0.58573,0.6541,1,7477,0,0.32248,5,0.35994,0.45665,1,4492,0,0.24721,5,0.76173,0.86451,1,9350,0,0.095007,5,0.238545,0.009251314,0.100817948
Ube2g1,5,0.0032305,0.011344,1,106,1,0.22802,5,0.4155,0.50147,1,5553,1,0.249,5,0.22925,0.31592,1,2888,1,0.076102,5,0.00062173,0.0034364,1,39,3,0.43966,5,0.23851,0.010001545,0.105934572
Acadvl,5,0.86399,0.92483,1,10504,0,-0.068344,5,0.14232,0.28007,1,2959,2,0.37638,5,0.22438,0.31028,1,2835,1,0.28126,5,0.48533,0.60738,1,5976,0,0.19573,5,0.238495,0.04598215,0.26964978
Max,5,0.48438,0.59165,1,5970,0,0.0025016,5,0.0067858,0.025477,1,273,2,-0.13981,5,0.025781,0.069238,1,627,2,0.47438,5,7.00E-05,0.00048909,0.587309,11,3,0.55112,5,0.2384408,0.209568457,0.56431808
Il1b,5,0.7078,0.80232,1,8641,0,-0.13284,5,0.58689,0.65482,1,7489,0,0.25542,5,0.13498,0.20947,1,1860,1,0.22117,5,0.0054787,0.020472,1,192,2,0.34068,5,0.238295,0.067943284,0.333232416
Naaladl2,5,0.4336,0.53879,1,5350,0,0.012521,5,0.51765,0.58509,1,6647,1,0.32773,5,0.24682,0.3381,1,3092,1,0.15437,5,0.39516,0.51292,1,4863,0,0.32219,5,0.23828,0.028517789,0.204819447
Riox2,5,0.50235,0.60915,1,6190,0,0.18908,5,0.070315,0.16767,1,1704,2,-0.052074,5,0.43144,0.53121,1,5382,0,0.28748,5,0.28989,0.38995,1,3595,1,0.3797,5,0.23828,0.041352566,0.253597671
Col16a1,5,0.19271,0.25508,1,2388,1,0.20955,5,0.08331,0.18649,1,1929,2,0.35508,5,0.59785,0.69284,1,7451,0,-0.039062,5,0.0068269,0.023784,1,221,2,0.26654,5,0.238045,0.035745936,0.233304615
Ccnj,5,0.60149,0.70612,1,7395,0,-0.042877,5,0.0023026,0.012804,1,129,4,0.55399,5,0.7991,0.86203,1,9911,0,0.12037,5,0.019998,0.063195,1,509,2,0.35568,5,0.238025,0.051402478,0.284816295
Gbp2,5,0.62792,0.73037,1,7709,0,0.19949,5,0.25632,0.38694,1,4120,1,0.28029,5,0.48406,0.58936,1,6059,0,0.27611,5,0.0013557,0.0068394,1,74,2,0.16961,5,0.2378,0.005405595,0.072948518
Tecr,5,0.17384,0.22862,1,2174,1,0.17494,5,0.054246,0.14297,1,1438,2,0.36086,5,0.011184,0.034987,1,309,1,0.23393,5,0.3806,0.49966,1,4674,0,0.24102,5,0.237475,0.004095797,0.06147419
Clint1,5,0.5257,0.63665,1,6461,0,0.23285,5,0.0043035,0.018898,1,193,3,0.50189,5,0.17175,0.25001,1,2242,1,0.21583,5,0.025593,0.073609,1,633,2,0.24179,5,0.23732,0.002793519,0.051079483
Trim32,5,0.4178,0.52244,1,5149,0,0.22749,5,0.009307,0.033245,1,361,2,0.33448,5,0.28692,0.37797,1,3579,1,0.24699,5,0.83031,0.9119,1,10190,0,0.040222,5,0.23724,0.016483571,0.148206265
Rph3al,5,0.10113,0.14482,1,1328,1,0.24446,5,0.28432,0.40438,1,4347,1,0.31342,5,0.11181,0.18329,1,1620,1,0.23001,5,0.021071,0.0645,1,535,1,0.071923,5,0.237235,0.012162594,0.120784619
Bloc1s6,5,0.033387,0.07256,1,603,1,0.18787,5,0.023188,0.079726,1,792,2,0.44197,5,0.58321,0.67986,1,7261,0,0.14361,5,0.063866,0.12839,1,1156,1,0.28645,5,0.23716,0.005650427,0.074630839
Rab11fip1,5,0.13665,0.18509,1,1742,1,0.31281,5,0.030319,0.098886,1,1002,2,0.22392,5,0.025379,0.068104,1,619,2,0.24816,5,0.62038,0.74057,1,7666,0,0.065006,5,0.23604,0.013262509,0.127862203
1810055G02Rik,5,0.18359,0.23914,1,2291,1,0.2914,5,0.67899,0.74525,1,8669,0,0.18047,5,0.051194,0.11986,1,1010,1,0.064085,5,0.006889,0.024039,1,223,2,0.3251,5,0.235935,0.014752419,0.137662074
Eif2ak1,5,0.19248,0.25507,1,2385,1,0.092798,5,0.022757,0.078789,1,776,3,0.51376,5,0.036761,0.095028,1,859,2,0.379,5,0.85688,0.93009,1,10493,0,-0.0030435,5,0.235899,0.045163347,0.266659586
Gja5,5,0.36412,0.45984,1,4479,0,0.13164,5,0.011175,0.040053,1,420,3,0.46344,5,0.0068476,0.022784,1,215,2,0.31977,5,0.57225,0.69633,1,7067,0,0.15136,5,0.235565,0.007695226,0.089711828
Arid4a,5,0.079725,0.11991,1,1105,1,0.20993,5,0.53588,0.60361,1,6870,1,0.26049,5,0.61034,0.70199,1,7597,0,0.15656,5,0.030672,0.086297,1,733,2,0.35734,5,0.23521,0.005043059,0.069384089
Col4a1,5,0.43958,0.54604,1,5426,0,0.15376,5,0.0039242,0.01733,1,179,1,0.2031,5,0.34158,0.44016,1,4270,0,0.28569,5,0.3866,0.50681,1,4749,0,0.26717,5,0.235135,0.006104808,0.078207858
Washc5,5,0.21486,0.2871,1,2652,0,0.2001,5,0.17133,0.32783,1,3447,2,0.23095,5,0.2254,0.31144,1,2846,1,0.23782,5,0.20152,0.28375,1,2572,1,0.34347,5,0.234385,0.003606591,0.057311714
Men1,5,0.29957,0.39137,1,3675,0,0.053145,5,0.60363,0.67483,1,7697,0,0.29118,5,0.030877,0.080322,1,742,2,0.29871,5,0.32432,0.43484,1,4013,0,0.17689,5,0.234035,0.018006129,0.15687662
Zfp444,5,0.64483,0.74671,1,7917,0,0.16118,5,0.095113,0.20621,1,2132,2,0.30937,5,0.24026,0.32855,1,3012,1,0.30629,5,0.020045,0.063342,1,510,1,0.11798,5,0.233735,0.0097707,0.104336034
Myl6b,5,0.22415,0.2947,1,2773,0,0.019426,5,0.075772,0.17841,1,1796,2,0.37834,5,0.54629,0.64463,1,6837,0,0.088817,5,0.0048107,0.019892,1,176,2,0.38437,5,0.2335785,0.040000263,0.248031034
Spp1,5,0.015863,0.046859,1,393,2,0.3983,5,0.051233,0.13998,1,1381,2,0.31667,5,0.011057,0.034083,1,306,2,0.15034,5,0.18524,0.26549,1,2386,1,0.14964,5,0.233505,0.00685397,0.084055001
Rtn4rl1,5,0.11592,0.16149,1,1505,1,0.14839,5,0.15498,0.30169,1,3178,2,0.37913,5,0.58252,0.67853,1,7249,0,0.13345,5,0.19751,0.27874,1,2527,1,0.31802,5,0.233205,0.008244679,0.093061313
Tbc1d9,5,0.6358,0.73926,1,7806,0,0.2038,5,0.14387,0.28226,1,2981,2,0.35896,5,0.26966,0.3582,1,3365,1,0.26224,5,0.34936,0.45874,1,4305,0,0.0593,5,0.23302,0.013850449,0.131703906
Lfng,5,0.51993,0.62694,1,6400,0,0.20062,5,0.1278,0.25508,1,2703,2,0.26524,5,0.4394,0.54116,1,5491,0,0.045967,5,0.19692,0.27874,1,2518,1,0.30534,5,0.23293,0.01770154,0.155350127
Dnajb9,5,0.041147,0.080899,1,686,1,-0.14817,5,0.01327,0.049168,1,486,3,0.48776,5,0.31825,0.41019,1,3986,0,0.18717,5,0.0014218,0.0071685,1,77,2,0.27827,5,0.23272,0.074323354,0.349221936
Rc3h2,5,0.011065,0.033459,1,272,2,0.28118,5,0.64151,0.71537,1,8163,0,-0.35451,5,0.44516,0.54654,1,5573,0,0.1839,5,0.11592,0.17615,1,1676,1,0.33674,5,0.23254,0.131127591,0.453623159
Tead1,5,0.16713,0.21775,1,2105,1,0.16231,5,0.0077323,0.028548,1,311,2,0.30261,5,0.023053,0.063817,1,562,2,0.43757,5,0.14503,0.21653,1,1970,1,0.078269,5,0.23246,0.012587002,0.123409688
Serf1,5,0.16334,0.2145,1,2063,1,0.1075,5,0.039032,0.11404,1,1173,2,0.26824,5,0.0367,0.095028,1,857,1,0.22087,5,0.16845,0.2424,1,2218,1,0.24372,5,0.232295,0.009822362,0.104683645
Cln8,5,0.29988,0.39137,1,3679,0,0.2146,5,0.14377,0.28226,1,2980,2,0.24984,5,0.72718,0.80088,1,9025,0,0.064102,5,0.09312,0.15344,1,1448,1,0.2727,5,0.23222,0.015303177,0.141049802
