id,mouse3.num,mouse3.pos.score,mouse3.pos.p.value,mouse3.pos.fdr,mouse3.pos.rank,mouse3.pos.goodsgrna,mouse3.pos.lfc,mouse4.noLmnb2_1.num,mouse4.noLmnb2_1.pos.score,mouse4.noLmnb2_1.pos.p.value,mouse4.noLmnb2_1.pos.fdr,mouse4.noLmnb2_1.pos.rank,mouse4.noLmnb2_1.pos.goodsgrna,mouse4.noLmnb2_1.pos.lfc,mouse7.num,mouse7.pos.score,mouse7.pos.p.value,mouse7.pos.fdr,mouse7.pos.rank,mouse7.pos.goodsgrna,mouse7.pos.lfc,mouse8.num,mouse8.pos.score,mouse8.pos.p.value,mouse8.pos.fdr,mouse8.pos.rank,mouse8.pos.goodsgrna,mouse8.pos.lfc,mean.sgrnas,median.lfc.all,p.wilcox,p.wilcox.bh
Lcn12,5,0.26647,0.34898,1,3269,0,0.0023462,5,0.48521,0.5559,1,6281,1,-0.40445,5,0.52055,0.61778,1,6540,0,0.075123,5,0.22699,0.3106,1,2864,1,-0.12769,5,-0.0626719,0.376192901,0.704788063
Coa6,5,0.78772,0.87024,1,9599,0,-0.017098,5,0.55291,0.6238,1,7075,1,-0.29022,5,0.43976,0.54116,1,5495,0,-0.1083,5,0.85705,0.93017,1,10496,0,0.086851,5,-0.062699,0.422775208,0.736041162
Cul9,5,0.31481,0.40696,1,3856,0,-0.078839,5,0.49325,0.56213,1,6376,1,-0.046572,5,0.57828,0.67342,1,7207,0,0.099124,5,0.26086,0.35489,1,3251,1,-0.085476,5,-0.0627055,0.665437261,0.882530613
Tnfrsf13b,5,0.79846,0.87805,1,9722,0,-0.00022532,5,0.22228,0.36728,1,3848,1,-0.10186,5,0.63861,0.72743,1,7958,0,-0.095405,5,0.0098734,0.031125,1,295,1,-0.030112,5,-0.0627585,0.393303497,0.716583803
Zfp995,5,0.97888,0.99236,1,12017,0,-0.10013,5,0.70362,0.76796,1,8976,0,-0.025395,5,0.98859,0.9956,1,12357,0,-0.16738,5,0.57898,0.70389,1,7150,0,0.10513,5,-0.0627625,0.554133272,0.824116506
Lrp12,5,0.26571,0.34726,1,3262,0,-0.050579,5,0.69814,0.76308,1,8914,0,-0.28642,5,0.1646,0.2408,1,2169,1,-0.075086,5,0.65433,0.77448,1,8054,0,-0.01343,5,-0.0628325,0.227266085,0.577811443
Fam136a,5,0.17902,0.23325,1,2234,1,0.076503,5,0.9636,0.98026,1,12402,0,-0.20225,5,0.58407,0.68117,1,7274,0,0.093704,5,0.78824,0.88223,1,9646,0,-0.24847,5,-0.0628735,0.574132886,0.836394339
Ranbp9,5,0.41712,0.52065,1,5145,0,-0.073479,5,0.088092,0.19336,1,2016,2,0.35562,5,0.823,0.88364,1,10208,0,-0.25246,5,0.46362,0.58569,1,5717,0,-0.052309,5,-0.062894,0.779241687,0.927561662
Pex3,5,0.9113,0.95591,1,11104,0,-0.24444,5,0.14053,0.27622,1,2928,2,0.024884,5,0.47982,0.58391,1,6005,0,-0.15068,5,0.4201,0.54294,1,5157,0,0.14607,5,-0.062898,0.619339194,0.862091015
Ephx2,5,0.63106,0.73298,1,7753,0,-0.10409,5,0.032762,0.10315,1,1051,2,-0.021712,5,0.99249,0.99711,1,12437,0,-0.17157,5,0.87422,0.94106,1,10730,0,0.032158,5,-0.062901,0.381939878,0.708519749
Cpm,5,0.30914,0.39975,1,3786,0,-0.11919,5,0.40096,0.48644,1,5417,1,-0.25154,5,0.40478,0.50237,1,5054,0,0.020567,5,0.028234,0.081067,1,690,2,-0.0066126,5,-0.0629013,0.310427429,0.657598313
Slc27a3,5,0.5002,0.60724,1,6164,0,0.078255,5,0.10018,0.21226,1,2215,1,-0.20409,5,0.95155,0.9768,1,11770,0,-0.25843,5,0.64574,0.76455,1,7949,0,0.12558,5,-0.0629175,0.645583187,0.873564464
Uox,5,0.27484,0.35777,1,3380,0,-0.10983,5,0.97964,0.98954,1,12656,0,-0.2784,5,0.47236,0.57723,1,5898,0,-0.016019,5,0.037412,0.10221,1,872,2,0.072463,5,-0.0629245,0.398319363,0.71999482
Nradd,5,0.97384,0.98994,1,11937,0,-0.2883,5,0.79723,0.85422,1,10185,0,-0.0065056,5,0.051661,0.11986,1,1016,1,-0.11943,5,0.74903,0.85518,1,9205,0,0.039463,5,-0.0629678,0.331342568,0.671924883
Acot8,5,0.53543,0.64505,1,6576,0,-0.099393,5,0.36837,0.4625,1,5101,1,-0.10476,5,0.61568,0.70704,1,7672,0,0.13053,5,0.47248,0.5938,1,5820,0,-0.026678,5,-0.0630355,0.710283239,0.901963771
Atn1,5,0.79461,0.87485,1,9677,0,-0.1482,5,0.50168,0.56799,1,6467,1,-0.12351,5,0.2816,0.37229,1,3511,1,0.28771,5,0.049325,0.1195,1,1012,1,-0.0025617,5,-0.06303585,0.892820315,0.968731678
Pitrm1,5,0.74591,0.83485,1,9102,0,-0.13977,5,0.96574,0.98144,1,12436,0,-0.20874,5,0.9333,0.96635,1,11528,0,0.024863,5,0.31564,0.42431,1,3907,0,0.013637,5,-0.0630665,0.3599881,0.692735878
Rdh10,5,0.074637,0.11481,1,1054,1,-0.31937,5,0.75458,0.81536,1,9634,0,-0.050852,5,0.60385,0.6979,1,7522,0,-0.029225,5,0.83161,0.91285,1,10207,0,-0.075294,5,-0.063073,0.197217761,0.551408169
Laptm4a,5,0.6602,0.76371,1,8091,0,-0.040711,5,0.57172,0.64143,1,7309,0,-0.11165,5,0.78447,0.85189,1,9720,0,-0.085503,5,0.67032,0.78912,1,8239,0,0.047206,5,-0.063107,0.481439408,0.778771928
Atp6v0d1,5,0.41947,0.52332,1,5174,0,0.20999,5,0.71671,0.7782,1,9155,0,0.018918,5,0.85898,0.9129,1,10631,0,-0.14547,5,0.024285,0.070547,1,606,2,-0.24426,5,-0.063276,0.726201037,0.90928885
Maz,5,0.43598,0.5415,1,5383,0,-0.083599,5,0.57985,0.64799,1,7412,0,-0.043134,5,0.24048,0.3291,1,3014,1,0.032392,5,0.84747,0.92295,1,10387,0,-0.13026,5,-0.0633665,0.417634076,0.732487004
Pon1,5,0.70969,0.80391,1,8666,0,-0.12373,5,0.21795,0.36401,1,3809,1,-0.042227,5,0.61286,0.70421,1,7631,0,-0.084506,5,0.24965,0.34206,1,3115,1,0.065085,5,-0.0633665,0.506578368,0.794347085
Irs2,5,0.77971,0.86309,1,9507,0,-0.030805,5,0.11712,0.24169,1,2489,1,-0.25734,5,0.94263,0.97226,1,11648,0,0.017564,5,0.93424,0.9728,1,11496,0,-0.095938,5,-0.0633715,0.289372152,0.637535843
Myo1b,5,0.0072482,0.02072,1,197,1,0.14952,5,0.91865,0.95009,1,11759,0,-0.073084,5,0.34753,0.44641,1,4343,0,-0.053697,5,0.9329,0.97187,1,11483,0,-0.22089,5,-0.0633905,0.583336275,0.841125056
Wdr48,5,0.80353,0.88191,1,9785,0,0.01434,5,0.63543,0.71009,1,8071,0,-0.10526,5,0.92045,0.95794,1,11385,0,-0.021657,5,0.9448,0.97762,1,11633,0,-0.1285,5,-0.0634585,0.389553278,0.713342435
Prmt9,5,0.83042,0.90053,1,10108,0,-0.047752,5,0.21492,0.36032,1,3786,1,-0.079184,5,0.89209,0.93834,1,11036,0,-0.24959,5,0.76375,0.86554,1,9369,0,-0.032657,5,-0.063468,0.211785145,0.565270154
Tmem184b,5,0.60643,0.71194,1,7460,0,0.055774,5,0.53487,0.60285,1,6858,1,-0.45432,5,0.96343,0.98279,1,11915,0,-0.18284,5,0.16382,0.23627,1,2170,1,0.17549,5,-0.063533,0.631890169,0.86711744
Onecut2,5,0.88241,0.93765,1,10758,0,0.023608,5,0.98145,0.99057,1,12683,0,-0.44864,5,0.87004,0.92134,1,10782,0,-0.12444,5,0.63378,0.75251,1,7813,0,-0.0026614,5,-0.0635507,0.264078187,0.615516123
Itih2,5,0.34758,0.44089,1,4262,0,-0.14184,5,0.012975,0.048375,1,475,1,0.15659,5,0.5043,0.60422,1,6324,0,-0.041028,5,0.97205,0.99011,1,12043,0,-0.086166,5,-0.063597,0.693038505,0.893814836
Zfp148,5,0.88191,0.93729,1,10752,0,-0.021837,5,0.97512,0.98694,1,12582,0,-0.14307,5,0.042156,0.10541,1,935,1,0.09703,5,0.94209,0.9764,1,11592,0,-0.10556,5,-0.0636985,0.566396102,0.831695704
Ccar1,5,0.54784,0.65541,1,6720,0,-0.11883,5,0.74121,0.80296,1,9462,0,-0.0086732,5,0.79381,0.85856,1,9835,0,-0.18002,5,0.39623,0.5134,1,4876,0,0.12389,5,-0.0637516,0.588714824,0.843368468
Washc2,5,0.93324,0.96924,1,11394,0,-0.057569,5,0.94757,0.97089,1,12175,0,-0.12822,5,0.96346,0.98281,1,11916,0,-0.070131,5,0.71969,0.83233,1,8856,0,-0.048385,5,-0.06385,0.267570925,0.618386137
Mrpl48,5,0.62927,0.73182,1,7728,0,-0.085656,5,0.16485,0.31894,1,3337,1,0.0073458,5,0.95681,0.97945,1,11839,0,-0.091211,5,0.91433,0.96338,1,11258,0,-0.042117,5,-0.0638865,0.417464597,0.732487004
Wnk4,5,0.26891,0.35077,1,3304,0,-0.078325,5,0.57116,0.64069,1,7301,0,-0.049488,5,0.33503,0.43228,1,4189,0,0.032547,5,0.90868,0.96048,1,11186,0,-0.090289,5,-0.0639065,0.478646881,0.776368415
Cox11,5,0.11969,0.16533,1,1551,1,-0.040347,5,0.83879,0.88812,1,10733,0,-0.2913,5,0.85851,0.91219,1,10626,0,-0.087496,5,0.54086,0.66808,1,6686,0,0.089206,5,-0.0639215,0.412688907,0.730034231
Zmym6,5,0.54931,0.65613,1,6740,0,-0.0055593,5,0.89388,0.93207,1,11451,0,-0.11579,5,0.41888,0.51414,1,5227,0,-0.090614,5,0.35994,0.4713,1,4431,0,-0.037301,5,-0.0639575,0.356010687,0.689075903
Fzd5,5,0.87684,0.93443,1,10677,0,-0.077027,5,0.6895,0.75594,1,8792,0,-0.2619,5,0.5039,0.60422,1,6315,0,-0.050895,5,0.85077,0.9253,1,10422,0,0.056493,5,-0.063961,0.357216399,0.689308786
Sult2a4,5,0.098319,0.14169,1,1303,1,-0.058374,5,0.59624,0.66499,1,7613,0,-0.12952,5,0.34995,0.44899,1,4373,0,-0.06957,5,0.76146,0.86416,1,9346,0,0.087666,5,-0.063972,0.549695565,0.821541849
B3galt1,5,0.38472,0.47543,1,4747,0,-0.061619,5,0.79626,0.85349,1,10170,0,-0.24653,5,0.71908,0.7949,1,8915,0,-0.066508,5,0.51379,0.6407,1,6329,0,-0.056917,5,-0.0640635,0.182923162,0.532521295
Mreg,5,0.22177,0.29149,1,2743,0,0.20374,5,0.97564,0.9873,1,12594,0,-0.27778,5,0.72476,0.79974,1,8991,0,0.0063664,5,0.2722,0.36949,1,3389,1,-0.1345,5,-0.0640668,0.672359779,0.885818512
Eef1akmt1,5,0.99633,0.99902,1,12424,0,-0.19955,5,0.13513,0.26544,1,2838,2,0.19779,5,0.57797,0.67342,1,7201,0,0.071342,5,0.9772,0.99239,1,12137,0,-0.2061,5,-0.064104,0.825753274,0.944289977
Tnks,5,0.39929,0.49216,1,4932,0,0.056058,5,0.58758,0.65591,1,7493,0,-0.14844,5,0.18495,0.26536,1,2389,1,-0.3893,5,0.65146,0.77113,1,8025,0,0.020206,5,-0.064117,0.35281651,0.687758981
Ogfrl1,5,0.20974,0.2827,1,2586,0,0.040808,5,0.64904,0.72272,1,8242,0,0.036023,5,0.57182,0.66931,1,7123,0,-0.16437,5,0.95728,0.98363,1,11821,0,-0.24805,5,-0.0641735,0.390692339,0.713881151
Mettl17,5,0.19359,0.25631,1,2397,1,-0.26315,5,0.18896,0.34285,1,3605,1,-0.15053,5,0.52274,0.62007,1,6570,0,0.16844,5,0.28117,0.38002,1,3499,1,0.022153,5,-0.0641885,0.643020343,0.872480234
Zfp609,5,0.83381,0.90319,1,10147,0,-0.090638,5,0.85901,0.90479,1,11000,0,-0.037878,5,0.44646,0.54785,1,5585,0,0.046662,5,0.55001,0.6763,1,6800,0,-0.12212,5,-0.064258,0.462138855,0.763946183
Stat5a,5,0.89647,0.94688,1,10925,0,-0.11574,5,0.34511,0.4474,1,4869,1,0.1055,5,0.61584,0.70704,1,7675,0,-0.04799,5,0.90314,0.9574,1,11108,0,-0.080534,5,-0.064262,0.615345049,0.859884645
Epor,5,0.54183,0.65191,1,6648,0,-0.092931,5,0.87573,0.91823,1,11201,0,0.0075932,5,0.77567,0.84455,1,9607,0,-0.035599,5,0.91844,0.96549,1,11308,0,-0.32629,5,-0.064265,0.245670681,0.596583629
Mtfmt,5,0.96375,0.98508,1,11796,0,-0.13155,5,0.13656,0.26853,1,2867,2,0.0030009,5,0.29574,0.38767,1,3688,0,-0.27629,5,0.25686,0.35097,1,3201,1,0.22995,5,-0.06427455,0.703897351,0.897906704
Tnrc6b,5,0.66675,0.76892,1,8171,0,0.062853,5,0.19932,0.34925,1,3681,1,0.03148,5,0.94855,0.97536,1,11730,0,-0.36562,5,0.41359,0.53314,1,5083,0,-0.16013,5,-0.064325,0.384945527,0.710073212
Fbxl15,5,0.37913,0.47092,1,4674,0,-0.12719,5,0.99264,0.99623,1,12898,0,-0.43243,5,0.82244,0.88318,1,10198,0,0.016047,5,0.5739,0.69695,1,7089,0,-0.0016166,5,-0.0644033,0.252536508,0.602511236
Fam110c,5,0.19224,0.25445,1,2383,1,0.029527,5,0.6667,0.73616,1,8482,0,0.077753,5,0.58785,0.68319,1,7325,0,-0.18209,5,0.9185,0.96555,1,11309,0,-0.15841,5,-0.0644415,0.520225806,0.804300883
Tymp,5,0.96017,0.9832,1,11747,0,-0.019559,5,0.14858,0.28998,1,3066,1,-0.14164,5,0.9476,0.97501,1,11717,0,0.0054092,5,0.83288,0.91378,1,10225,0,-0.10941,5,-0.0644845,0.353300853,0.687758981
Fam124a,5,0.46901,0.57567,1,5784,0,0.013422,5,0.98811,0.99413,1,12805,0,-0.28675,5,0.40446,0.50237,1,5051,0,-0.051419,5,0.86503,0.93527,1,10612,0,-0.077558,5,-0.0644885,0.264001085,0.615516123
Stradb,5,0.75694,0.84401,1,9236,0,0.1197,5,0.0012863,0.0076991,1,72,1,-0.24873,5,0.13405,0.20891,1,1848,1,-0.25751,5,0.43497,0.55625,1,5338,0,0.28829,5,-0.064515,0.971273065,0.990434071
Nppc,5,0.1338,0.18198,1,1707,1,0.093621,5,0.5525,0.62344,1,7070,1,-0.25622,5,0.49936,0.59911,1,6261,0,0.0010907,5,0.43664,0.55796,1,5362,0,-0.13029,5,-0.06459965,0.462438316,0.764249909
Rnf13,5,0.59556,0.69982,1,7315,0,-0.12759,5,0.12035,0.24521,1,2562,2,0.0087995,5,0.67513,0.75617,1,8391,0,-0.11991,5,0.20408,0.28427,1,2603,1,-0.0094398,5,-0.0646749,0.381877413,0.708519749
Arhgap10,5,0.52704,0.63777,1,6475,0,-0.14937,5,0.29416,0.41102,1,4443,1,0.018421,5,0.57454,0.67071,1,7161,0,-0.086907,5,0.91112,0.96181,1,11217,0,-0.042503,5,-0.064705,0.360986797,0.693510107
Pip4k2c,5,0.35059,0.44504,1,4299,0,0.16587,5,0.01387,0.050684,1,503,1,-0.21986,5,0.52944,0.62769,1,6643,0,0.06014,5,0.34565,0.45667,1,4261,0,-0.18958,5,-0.06472,0.732236727,0.91101947
Tmem186,5,0.39846,0.49167,1,4920,0,-0.13865,5,0.22801,0.37099,1,3887,1,0.0091827,5,0.61652,0.70734,1,7684,0,-0.14375,5,0.64652,0.76506,1,7963,0,0.013004,5,-0.06473365,0.386678506,0.71121706
Ubash3b,5,0.50806,0.61623,1,6263,0,-0.13961,5,0.94064,0.96638,1,12069,0,-0.24638,5,0.75609,0.82745,1,9380,0,0.010129,5,0.74414,0.85197,1,9154,0,0.030581,5,-0.0647405,0.340894521,0.67871034
Cdc25c,5,0.654,0.75581,1,8026,0,-0.080667,5,0.41019,0.49525,1,5502,1,0.13715,5,0.51694,0.61551,1,6492,0,-0.048903,5,0.70665,0.82165,1,8682,0,-0.090036,5,-0.064785,0.739439576,0.912637737
Dffb,5,0.84726,0.91258,1,10319,0,0.01479,5,0.91381,0.94638,1,11696,0,-0.14437,5,0.55821,0.65498,1,6975,0,0.16617,5,0.93704,0.97384,1,11533,0,-0.2053,5,-0.06479,0.674909043,0.886414549
Rtraf,5,0.74783,0.83563,1,9129,0,-0.054167,5,0.96973,0.98396,1,12493,0,-0.19405,5,0.37756,0.47077,1,4731,0,-0.075439,5,0.0032998,0.015064,1,139,1,0.14143,5,-0.064803,0.585938121,0.84248538
H2-Q2,5,0.6884,0.78552,1,8427,0,-0.032635,5,0.87801,0.9206,1,11233,0,0.027291,5,0.92486,0.96029,1,11443,0,-0.097114,5,0.80699,0.89401,1,9907,0,-0.12875,5,-0.0648745,0.407500136,0.727042544
Ermap,5,0.24494,0.32392,1,3017,0,0.30267,5,0.9683,0.98303,1,12472,0,-0.29972,5,0.37427,0.4693,1,4689,0,-0.13147,5,0.16689,0.23903,1,2202,1,0.0017106,5,-0.0648797,0.748540533,0.916601439
Xylb,5,0.98202,0.99408,1,12069,0,-0.16697,5,0.078375,0.18073,1,1835,2,0.23989,5,0.98657,0.99472,1,12304,0,-0.57096,5,0.27731,0.37452,1,3459,1,0.037201,5,-0.0648845,0.667189095,0.883431936
Chchd5,5,0.48102,0.58755,1,5928,0,-0.1317,5,0.737,0.79912,1,9406,0,-0.12364,5,0.017476,0.049702,1,452,2,0.045443,5,0.20939,0.29101,1,2655,1,-0.0062519,5,-0.06494595,0.461380707,0.763361691
Tbc1d10a,5,0.97669,0.99122,1,11982,0,-0.33814,5,0.6239,0.69888,1,7948,0,0.13162,5,0.9324,0.96591,1,11515,0,-0.079443,5,0.76873,0.86906,1,9418,0,-0.050456,5,-0.0649495,0.474009023,0.772976819
Serpina1c,5,0.058376,0.098223,1,873,1,-0.03965,5,0.6995,0.76389,1,8931,0,-0.28602,5,0.76173,0.83378,1,9443,0,-0.090378,5,0.79798,0.88869,1,9783,0,0.06989,5,-0.065014,0.372552491,0.702000218
Myl9,5,0.4366,0.54241,1,5390,0,0.21539,5,0.70072,0.76415,1,8945,0,-0.43419,5,0.82492,0.88552,1,10229,0,-0.16031,5,0.26603,0.35993,1,3315,1,0.030245,5,-0.0650325,0.655604106,0.878781938
Xpnpep1,5,0.16539,0.21584,1,2087,1,-0.039716,5,0.59903,0.66876,1,7648,0,-0.084417,5,0.73642,0.80957,1,9140,0,-0.14096,5,0.18027,0.25835,1,2340,1,-0.045668,5,-0.0650425,0.264786848,0.616064374
Cd44,5,0.78794,0.87024,1,9602,0,0.069253,5,0.81944,0.8728,1,10487,0,-0.16429,5,0.82963,0.89027,1,10275,0,-0.16797,5,0.10381,0.16555,1,1549,1,0.034184,5,-0.065053,0.519407174,0.803716376
Helq,5,0.57016,0.67725,1,6992,0,0.041474,5,0.95274,0.97416,1,12248,0,-0.02767,5,0.83103,0.89168,1,10291,0,-0.10245,5,0.89227,0.95131,1,10960,0,-0.24142,5,-0.06506,0.341476519,0.678721767
Lrit2,5,0.99071,0.99719,1,12277,0,-0.14202,5,0.85776,0.90374,1,10978,0,-0.129,5,0.56661,0.66422,1,7059,0,0.1916,5,0.79954,0.88911,1,9808,0,-0.0011799,5,-0.06508995,0.783797423,0.929466364
Itga3,5,0.53618,0.64649,1,6587,0,0.0023635,5,0.84748,0.89494,1,10854,0,-0.13256,5,0.065184,0.13677,1,1138,1,0.05029,5,0.54425,0.67184,1,6732,0,-0.213,5,-0.06509825,0.395195891,0.718630779
Ptcd3,5,0.95707,0.9818,1,11705,0,-0.064453,5,0.7728,0.83601,1,9870,0,-0.34643,5,0.89045,0.937,1,11010,0,-0.044168,5,0.69119,0.8089,1,8493,0,-0.06579,5,-0.0651215,0.169788116,0.514348954
Prkcq,5,0.86187,0.92352,1,10486,0,-0.043508,5,0.16453,0.3187,1,3331,2,0.28279,5,0.57359,0.66967,1,7147,0,-0.25167,5,0.47198,0.59339,1,5815,0,-0.086867,5,-0.0651875,0.731558418,0.910936472
Snx21,5,0.55155,0.65928,1,6767,0,0.098638,5,0.98364,0.99212,1,12721,0,-0.21507,5,0.98268,0.9927,1,12225,0,-0.25559,5,0.16267,0.23627,1,2153,1,0.084523,5,-0.0652735,0.590128074,0.844007753
Atg5,5,0.88467,0.93924,1,10791,0,-0.065829,5,0.81274,0.86734,1,10390,0,-0.064753,5,0.25807,0.34991,1,3223,1,-0.13904,5,0.25092,0.34369,1,3129,1,0.051786,5,-0.065291,0.443765524,0.751765129
Pfn2,5,0.41423,0.51598,1,5107,0,0.015951,5,0.37131,0.46499,1,5128,1,-0.16203,5,0.36981,0.4647,1,4631,0,-0.030096,5,0.90032,0.9561,1,11074,0,-0.10056,5,-0.065328,0.345073968,0.681151129
Rpap3,5,0.64825,0.75085,1,7955,0,-0.10501,5,0.99696,0.9985,1,13023,0,-0.32732,5,0.60893,0.70035,1,7582,0,-0.0094662,5,0.54343,0.67118,1,6724,0,-0.025649,5,-0.0653295,0.221582486,0.57387105
1700011H14Rik,5,0.294,0.38411,1,3615,0,0.17177,5,0.54344,0.61336,1,6959,1,-0.062525,5,0.54239,0.63917,1,6801,0,-0.068207,5,0.96075,0.98543,1,11863,0,-0.12192,5,-0.065366,0.747447531,0.915748388
Arhgef6,5,0.04531,0.084722,1,735,1,0.019305,5,0.5259,0.59253,1,6746,1,-0.17718,5,0.79312,0.85769,1,9826,0,-0.11414,5,0.93626,0.97357,1,11522,0,-0.016618,5,-0.065379,0.34520798,0.681151129
Naa35,5,0.65489,0.75609,1,8035,0,-0.25284,5,0.1376,0.27053,1,2882,2,-0.064297,5,0.77825,0.84737,1,9636,0,0.13547,5,0.95869,0.98448,1,11835,0,-0.066576,5,-0.0654365,0.521492272,0.8053327
Eef1d,5,0.078618,0.11932,1,1092,1,0.064268,5,0.14601,0.28629,1,3020,1,-0.12087,5,0.8661,0.91848,1,10729,0,-0.19878,5,0.72745,0.83921,1,8950,0,-0.010046,5,-0.065458,0.427943669,0.740117844
Gdi2,5,0.68742,0.78456,1,8412,0,0.0026861,5,3.48E-05,0.00025897,0.771452,3,1,-0.1481,5,0.21066,0.29148,1,2671,1,-0.13368,5,0.50939,0.63518,1,6272,0,0.0032306,5,-0.06549695,0.353453891,0.687758981
Plpp1,5,0.22023,0.29024,1,2721,0,-0.0050268,5,0.94064,0.96638,1,12068,0,-0.26834,5,0.32721,0.42099,1,4091,0,-0.12601,5,0.38278,0.50057,1,4706,0,0.12951,5,-0.0655184,0.524051307,0.807351728
Nit2,5,0.88817,0.94168,1,10833,0,-0.10651,5,0.0024671,0.0142,1,134,2,0.43708,5,0.11932,0.19348,1,1688,1,-0.22922,5,0.21989,0.30168,1,2775,1,-0.024552,5,-0.065531,0.816829083,0.940793065
Copg2,5,0.96225,0.98437,1,11771,0,-0.1442,5,0.96299,0.98008,1,12392,0,-0.28069,5,0.25521,0.34657,1,3192,1,0.013121,5,0.47202,0.59339,1,5816,0,0.070647,5,-0.0655395,0.410047725,0.728728519
Tgif2,5,0.66205,0.76528,1,8112,0,-0.12488,5,0.64514,0.7203,1,8202,0,-0.094373,5,0.21772,0.30235,1,2754,1,-0.036773,5,0.86086,0.93288,1,10552,0,0.056373,5,-0.065573,0.476675053,0.774501673
Kctd5,5,0.56041,0.66981,1,6881,0,-0.017619,5,0.54611,0.61517,1,6990,1,-0.26599,5,0.062611,0.13448,1,1116,1,-0.033049,5,0.74411,0.85197,1,9153,0,-0.098174,5,-0.0656115,0.224420804,0.575563104
Klf13,5,0.34471,0.43878,1,4229,0,0.10396,5,0.19681,0.34734,1,3665,1,-0.19993,5,0.2148,0.29894,1,2718,1,-0.21324,5,0.30821,0.41465,1,3825,0,0.068607,5,-0.0656615,0.609604747,0.856741807
Stard9,5,0.00093874,0.0053155,1,49,1,-0.073582,5,0.50024,0.56726,1,6448,1,-0.36316,5,0.56454,0.66278,1,7036,0,-0.013277,5,0.84327,0.92049,1,10338,0,-0.057849,5,-0.0657155,0.202316393,0.557547905
Nup35,5,0.91733,0.95943,1,11181,0,-0.0043411,5,0.67147,0.73904,1,8558,0,-0.63527,5,0.6554,0.74165,1,8152,0,-0.10932,5,0.84514,0.92193,1,10352,0,-0.022213,5,-0.0657665,0.191376927,0.543709712
Mup8,3,0.15248,0.20474,1,1931,0,-0.25156,3,0.83241,0.88249,1,10657,0,-0.1952,3,0.38861,0.47207,1,4850,0,0.063593,3,0.40971,0.52356,1,5036,0,0.083444,3,-0.0658035,0.522504454,0.806191102
Mkrn1,5,0.83052,0.90067,1,10109,0,-0.032072,5,0.56027,0.63143,1,7167,1,0.14751,5,0.26939,0.35769,1,3361,1,-0.099699,5,0.65501,0.77522,1,8063,0,-0.10345,5,-0.0658855,0.7376336,0.911945199
Pds5a,5,0.95931,0.98277,1,11733,0,-0.016813,5,0.94319,0.96774,1,12103,0,-0.05224,5,0.9623,0.98232,1,11899,0,-0.079606,5,0.78415,0.8787,1,9597,0,-0.13546,5,-0.065923,0.303890078,0.651918473
Snx5,5,0.96959,0.98806,1,11884,0,-0.063656,5,0.7871,0.84676,1,10053,0,-0.18214,5,0.35931,0.45665,1,4484,0,0.040215,5,0.26309,0.35709,1,3279,1,-0.068246,5,-0.065951,0.370438304,0.701115064
Miip,5,0.91118,0.95584,1,11103,0,-0.094558,5,0.38928,0.47713,1,5310,1,-0.037377,5,0.50576,0.60582,1,6344,0,-0.37038,5,0.62355,0.74397,1,7696,0,0.049122,5,-0.0659675,0.302527555,0.650739301
Pla2g12b,5,0.88707,0.94097,1,10827,0,-0.10299,5,0.87152,0.91434,1,11150,0,-0.49166,5,0.60392,0.6979,1,7524,0,0.13794,5,0.53723,0.6639,1,6633,0,-0.028962,5,-0.065976,0.451351847,0.757062721
Zfp385a,5,0.87135,0.93027,1,10606,0,-0.10945,5,0.096556,0.20855,1,2153,2,0.26807,5,0.73482,0.80845,1,9115,0,-0.059624,5,0.36339,0.47618,1,4471,0,-0.072426,5,-0.066025,0.903275218,0.971694012
Pitpnc1,5,0.66487,0.76738,1,8148,0,-0.018526,5,0.13251,0.26329,1,2780,2,0.14528,5,0.59458,0.68899,1,7407,0,-0.11353,5,0.076662,0.13897,1,1281,1,-0.13094,5,-0.066028,0.689593729,0.892518762
Oas1c,5,0.88443,0.93887,1,10789,0,-0.024005,5,0.96398,0.98048,1,12405,0,-0.12847,5,0.60742,0.69975,1,7566,0,0.025218,5,0.89229,0.95131,1,10961,0,-0.10807,5,-0.0660375,0.404814087,0.72479117
Eml3,5,0.98549,0.99534,1,12134,0,-0.10536,5,0.013319,0.049225,1,487,1,-0.0090318,5,0.60223,0.69659,1,7503,0,-0.026935,5,0.96784,0.98837,1,11965,0,-0.2645,5,-0.0661475,0.238414246,0.589695761
Sema6d,5,0.92761,0.96565,1,11316,0,-0.129,5,0.029806,0.098568,1,990,2,0.40113,5,0.25736,0.34827,1,3216,1,-0.075166,5,0.61269,0.73289,1,7567,0,-0.057167,5,-0.0661665,0.927436982,0.9765752
Mcph1,5,0.94416,0.97524,1,11544,0,-0.14119,5,0.33232,0.43931,1,4758,1,0.0034597,5,0.81619,0.87683,1,10132,0,-0.08221,5,0.93161,0.97133,1,11459,0,-0.050129,5,-0.0661695,0.333951938,0.674027689
Prr15l,5,0.32615,0.4183,1,4004,0,-0.052905,5,0.12351,0.24967,1,2619,2,0.40476,5,0.59262,0.68769,1,7382,0,-0.07954,5,0.47602,0.59824,1,5854,0,-0.11054,5,-0.0662225,0.963315073,0.987890575
Pcnp,5,0.39377,0.48431,1,4860,0,0.025518,5,0.62931,0.70668,1,8007,0,-0.4097,5,0.077184,0.14761,1,1258,1,-0.011294,5,0.26999,0.36607,1,3361,1,-0.12121,5,-0.066252,0.2635178,0.615516123
